catname,cID,mID,field,required
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,18785,Size,1
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,23041,Age Group,1
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,18787,Gender,0
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,22281,Color,0
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,24837,Clothing Style,0
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,24799,Short Type,0
"Hockey > Apparel, Jerseys & Socks > Shorts",110283,24873,Length,0
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,18785,Size,1
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,22281,Color,0
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,23041,Age Group,1
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,18787,Gender,0
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,24848,Number of Pairs,0
"Hockey > Apparel, Jerseys & Socks > Skate Socks",110285,24873,Length,0
"Hockey > Apparel, Jerseys & Socks > Socks",110034,18785,Size,1
"Hockey > Apparel, Jerseys & Socks > Socks",110034,22281,Color,0
"Hockey > Apparel, Jerseys & Socks > Socks",110034,23041,Age Group,1
"Hockey > Apparel, Jerseys & Socks > Socks",110034,23032,Pro Stock,0
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,18785,Size,1
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,22281,Color,0
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,23041,Age Group,1
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,24837,Clothing Style,0
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,18787,Gender,0
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,24811,Type,0
"Hockey > Apparel, Jerseys & Socks > Sweatshirts & Hoodies",110284,24844,Hooded,0
Hockey > Gloves,110016,23041,Age Group,0
Hockey > Gloves,110016,23189,Size,1
Hockey > Gloves,110016,23032,Pro Stock,0
Hockey > Gloves,110016,22281,Color,0
Hockey > Goalie > Goalie Chest & Arm Protectors,110026,18785,Size,1
Hockey > Goalie > Goalie Chest & Arm Protectors,110026,23041,Age Group,1
Hockey > Goalie > Goalie Chest & Arm Protectors,110026,23032,Pro Stock,0
Hockey > Goalie > Goalie Full Sets,110029,23041,Age Group,0
Hockey > Goalie > Goalie Full Sets,110029,18785,Size,1
Hockey > Goalie > Goalie Full Sets,110029,18792,Hand,1
Hockey > Goalie > Goalie Full Sets,110029,22281,Color,0
Hockey > Goalie > Goalie Full Sets,110029,23032,Pro Stock,0
Hockey > Goalie > Goalie Gloves & Blockers,110025,18792,Hand,1
Hockey > Goalie > Goalie Gloves & Blockers,110025,23041,Age Group,1
Hockey > Goalie > Goalie Gloves & Blockers,110025,22281,Color,0
Hockey > Goalie > Goalie Gloves & Blockers,110025,23032,Pro Stock,0
Hockey > Goalie > Goalie Leg Pads,110032,23041,Age Group,0
Hockey > Goalie > Goalie Leg Pads,110032,18785,Size,1
Hockey > Goalie > Goalie Leg Pads,110032,22281,Color,0
Hockey > Goalie > Goalie Leg Pads,110032,23032,Pro Stock,0
Hockey > Goalie > Goalie Masks,110030,23041,Age Group,1
Hockey > Goalie > Goalie Masks,110030,22281,Color,0
Hockey > Goalie > Goalie Masks,110030,23032,Pro Stock,0
Hockey > Goalie > Goalie Pants,110027,18785,Size,1
Hockey > Goalie > Goalie Pants,110027,23041,Age Group,1
Hockey > Goalie > Goalie Pants,110027,22281,Color,0
Hockey > Goalie > Goalie Pants,110027,23032,Pro Stock,0
Hockey > Goalie > Goalie Skates,110031,23290,Skate Size,1
Hockey > Goalie > Goalie Skates,110031,24035,Skate Width,1
Hockey > Goalie > Goalie Skates,110031,23041,Age Group,1
Hockey > Goalie > Goalie Skates,110031,23032,Pro Stock,0
Hockey > Goalie > Goalie Sticks,110028,23041,Age Group,0
Hockey > Goalie > Goalie Sticks,110028,24462,Size,0
Hockey > Goalie > Goalie Sticks,110028,23032,Pro Stock,0
Hockey > Goalie > Goalie Sticks,110028,18792,Hand,1
Hockey > Helmets,110018,18785,Size,1
Hockey > Helmets,110018,22281,Color,0
Hockey > Helmets,110018,23032,Pro Stock,0
"Hockey > Inline, Roller & Street > Chassis",110666,18785,Size,1
"Hockey > Inline, Roller & Street > Girdles",110255,23041,Age Group,1
"Hockey > Inline, Roller & Street > Girdles",110255,18785,Size,1
"Hockey > Inline, Roller & Street > Inline Pants",110254,22281,Color,0
"Hockey > Inline, Roller & Street > Inline Pants",110254,23041,Age Group,1
"Hockey > Inline, Roller & Street > Inline Skates",110252,24035,Skate Width,1
"Hockey > Inline, Roller & Street > Inline Skates",110252,23290,Skate Size,1
"Hockey > Inline, Roller & Street > Inline Skates",110252,23041,Age Group,1
"Hockey > Inline, Roller & Street > Neck Guards, Wrist Guards, Padded Shirts & Other",110674,22281,Color,0
"Hockey > Inline, Roller & Street > Neck Guards, Wrist Guards, Padded Shirts & Other",110674,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Girdles",110262,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Girdles",110262,18785,Size,1
"Hockey > Pants, Girdles & Shells > Girdles",110262,23032,Pro Stock,0
"Hockey > Pants, Girdles & Shells > Goalie Pants",110257,18785,Size,1
"Hockey > Pants, Girdles & Shells > Goalie Pants",110257,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Goalie Pants",110257,22281,Color,0
"Hockey > Pants, Girdles & Shells > Goalie Pants",110257,23032,Pro Stock,0
"Hockey > Pants, Girdles & Shells > Inline Pants",110264,18785,Size,1
"Hockey > Pants, Girdles & Shells > Inline Pants",110264,22281,Color,0
"Hockey > Pants, Girdles & Shells > Inline Pants",110264,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Pant Shells",110259,18785,Size,1
"Hockey > Pants, Girdles & Shells > Pant Shells",110259,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Pant Shells",110259,23032,Pro Stock,0
"Hockey > Pants, Girdles & Shells > Player Pants",110019,18785,Size,1
"Hockey > Pants, Girdles & Shells > Player Pants",110019,23041,Age Group,1
"Hockey > Pants, Girdles & Shells > Player Pants",110019,22281,Color,0
"Hockey > Pants, Girdles & Shells > Player Pants",110019,23032,Pro Stock,0
Hockey > Protective > Elbow Pads,110015,18785,Size,1
Hockey > Protective > Elbow Pads,110015,23041,Age Group,1
Hockey > Protective > Elbow Pads,110015,23032,Pro Stock,0
"Hockey > Protective > Neck Guards, Wrist Guards, Padded Shirts & Other",110017,23041,Age Group,0
"Hockey > Protective > Neck Guards, Wrist Guards, Padded Shirts & Other",110017,22281,Color,0
Hockey > Protective > Shin Pads,110020,23041,Age Group,0
Hockey > Protective > Shin Pads,110020,23118,Size,1
Hockey > Protective > Shin Pads,110020,23032,Pro Stock,0
Hockey > Protective > Shoulder Pads,110021,23041,Age Group,0
Hockey > Protective > Shoulder Pads,110021,18785,Size,1
Hockey > Protective > Shoulder Pads,110021,23032,Pro Stock,0
Hockey > Skates > Goalie Skates,110244,24035,Skate Width,0
Hockey > Skates > Goalie Skates,110244,23290,Skate Size,1
Hockey > Skates > Goalie Skates,110244,23041,Age Group,1
Hockey > Skates > Goalie Skates,110244,23032,Pro Stock,0
"Hockey > Skates > Holders, Runners, & Replacement Steel",110246,24483,Size,1
Hockey > Skates > Inline Skates,110245,24035,Skate Width,0
Hockey > Skates > Inline Skates,110245,23041,Age Group,0
Hockey > Skates > Inline Skates,110245,23290,Skate Size,1
Hockey > Skates > Player Skates,110022,24035,Skate Width,0
Hockey > Skates > Player Skates,110022,23041,Age Group,1
Hockey > Skates > Player Skates,110022,23032,Pro Stock,0
Hockey > Skates > Player Skates,110022,23290,Skate Size,1
Hockey > Starter Kits (Full Sets),110608,23041,Age Group,1
Hockey > Sticks > Blades,110253,23041,Age Group,1
Hockey > Sticks > Blades,110253,23032,Pro Stock,0
Hockey > Sticks > Blades,110253,23098,Pattern,0
Hockey > Sticks > Blades,110253,18792,Hand,1
Hockey > Sticks > Goalie Sticks,110248,23041,Age Group,0
Hockey > Sticks > Goalie Sticks,110248,23032,Pro Stock,0
Hockey > Sticks > Goalie Sticks,110248,18792,Hand,1
Hockey > Sticks > Goalie Sticks,110248,24462,Size,1
Hockey > Sticks > One Piece Sticks,110023,23041,Age Group,0
Hockey > Sticks > One Piece Sticks,110023,18792,Hand,1
Hockey > Sticks > One Piece Sticks,110023,23098,Pattern,0
Hockey > Sticks > One Piece Sticks,110023,23080,Flex,1
Hockey > Sticks > One Piece Sticks,110023,23032,Pro Stock,0
Hockey > Sticks > Shafts,110250,23041,Age Group,1
Hockey > Sticks > Shafts,110250,23032,Pro Stock,0
Hockey > Sticks > Shafts,110250,23080,Flex,1
"Hockey > Training, Accessories, & Other > Cages, Visors & Shields",110014,23041,Age Group,0
"Hockey > Training, Accessories, & Other > Cages, Visors & Shields",110014,18785,Size,1
"Hockey > Training, Accessories, & Other > Cages, Visors & Shields",110014,23102,Style,0
"Hockey > Training, Accessories, & Other > Holders, Runners & Replacement Steel",110263,24483,Size,1
"Hockey > Training, Accessories, & Other > Neck Guards, Wrist Guards, Padded Shirts & Other",110279,23041,Age Group,0
"Hockey > Training, Accessories, & Other > Neck Guards, Wrist Guards, Padded Shirts & Other",110279,22281,Color,0
"Hockey > Training, Accessories, & Other > Other",110024,22281,Color,0
"Inline, Roller & Street Hockey > Chassis",110667,18785,Size,1
"Inline, Roller & Street Hockey > Girdles",110663,18785,Size,1
"Inline, Roller & Street Hockey > Girdles",110663,23041,Age Group,1
"Inline, Roller & Street Hockey > Inline Pants",110664,22281,Color,0
"Inline, Roller & Street Hockey > Inline Pants",110664,23041,Age Group,1
"Inline, Roller & Street Hockey > Neck Guards, Wrist Guards, Padded Shirts & Other",110675,22281,Color,0
"Inline, Roller & Street Hockey > Neck Guards, Wrist Guards, Padded Shirts & Other",110675,23041,Age Group,1
"Inline, Roller & Street Hockey > Skates",110638,24035,Skate Width,1
"Inline, Roller & Street Hockey > Skates",110638,23290,Skate Size,1
"Inline, Roller & Street Hockey > Skates",110638,23041,Age Group,1
Lacrosse > Accessories & Other > Jocks & Cups,110409,18785,Size,0
Lacrosse > Accessories & Other > Stringing Supplies,110011,22281,Color,0
Lacrosse > Apparel > Compression & Base Layers,110392,18785,Size,1
Lacrosse > Apparel > Compression & Base Layers,110392,23041,Age Group,1
Lacrosse > Apparel > Compression & Base Layers,110392,22281,Color,0
Lacrosse > Apparel > Compression & Base Layers,110392,18787,Gender,0
Lacrosse > Apparel > Compression & Base Layers,110392,24834,Team Issued,0
Lacrosse > Apparel > Compression & Base Layers,110392,24817,Compression Type,0
Lacrosse > Apparel > Compression & Base Layers,110392,24853,Compression Use,0
Lacrosse > Apparel > Hats,110415,22281,Color,0
Lacrosse > Apparel > Hats,110415,18787,Gender,0
Lacrosse > Apparel > Hats,110415,18785,Size,1
Lacrosse > Apparel > Hats,110415,23041,Age Group,1
Lacrosse > Apparel > Hats,110415,24837,Clothing Style,0
Lacrosse > Apparel > Hats,110415,24826,Hat Type,0
Lacrosse > Apparel > Hats,110415,24834,Team Issued,0
Lacrosse > Apparel > Jackets & Coats,110414,18785,Size,1
Lacrosse > Apparel > Jackets & Coats,110414,23041,Age Group,1
Lacrosse > Apparel > Jackets & Coats,110414,22281,Color,0
Lacrosse > Apparel > Jackets & Coats,110414,18787,Gender,0
Lacrosse > Apparel > Jackets & Coats,110414,24834,Team Issued,0
Lacrosse > Apparel > Jackets & Coats,110414,24837,Clothing Style,0
Lacrosse > Apparel > Jackets & Coats,110414,24844,Hooded,0
Lacrosse > Apparel > Jackets & Coats,110414,24859,Liner,0
Lacrosse > Apparel > Jackets & Coats,110414,24821,Jacket Type,0
Lacrosse > Apparel > Jerseys & Pinnies,110389,18785,Size,1
Lacrosse > Apparel > Jerseys & Pinnies,110389,23041,Age Group,1
Lacrosse > Apparel > Jerseys & Pinnies,110389,22281,Color,0
Lacrosse > Apparel > Jerseys & Pinnies,110389,18787,Gender,0
Lacrosse > Apparel > Jerseys & Pinnies,110389,24834,Team Issued,0
Lacrosse > Apparel > Jerseys & Pinnies,110389,24837,Clothing Style,0
Lacrosse > Apparel > Jerseys & Pinnies,110389,24115,Jersey Type,0
Lacrosse > Apparel > Shirts,110001,18785,Size,1
Lacrosse > Apparel > Shirts,110001,22281,Color,0
Lacrosse > Apparel > Shirts,110001,23041,Age Group,1
Lacrosse > Apparel > Shirts,110001,24834,Team Issued,0
Lacrosse > Apparel > Shirts,110001,24837,Clothing Style,0
Lacrosse > Apparel > Shirts,110001,18787,Gender,0
Lacrosse > Apparel > Shirts,110001,24132,Shirt Type,0
Lacrosse > Apparel > Shirts,110001,24869,Sleeve Length,0
Lacrosse > Apparel > Shorts,110390,18785,Size,1
Lacrosse > Apparel > Shorts,110390,23041,Age Group,1
Lacrosse > Apparel > Shorts,110390,22281,Color,0
Lacrosse > Apparel > Shorts,110390,18787,Gender,0
Lacrosse > Apparel > Shorts,110390,24834,Team Issued,0
Lacrosse > Apparel > Shorts,110390,24837,Clothing Style,0
Lacrosse > Apparel > Shorts,110390,24799,Short Type,0
Lacrosse > Apparel > Shorts,110390,24873,Length,0
Lacrosse > Apparel > Socks,110416,18785,Size,1
Lacrosse > Apparel > Socks,110416,23041,Age Group,1
Lacrosse > Apparel > Socks,110416,22281,Color,0
Lacrosse > Apparel > Socks,110416,18787,Gender,0
Lacrosse > Apparel > Socks,110416,24848,Number of Pairs,0
Lacrosse > Apparel > Socks,110416,24873,Length,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,18785,Size,1
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,23041,Age Group,1
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,22281,Color,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,18787,Gender,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,24834,Team Issued,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,24837,Clothing Style,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,24811,Type,0
Lacrosse > Apparel > Sweatshirts & Hoodies,110391,24844,Hooded,0
Lacrosse > Balls,110187,24679,Number of Balls,0
Lacrosse > Footwear,110005,18785,Size,1
Lacrosse > Footwear,110005,22281,Color,0
Lacrosse > Footwear,110005,23850,Type,0
Lacrosse > Footwear,110005,23864,Cleat Height,0
Lacrosse > Footwear,110005,23041,Age Group,1
Lacrosse > Footwear,110005,18787,Gender,0
Lacrosse > Gloves,110006,23867,Position,0
Lacrosse > Gloves,110006,23189,Size,1
Lacrosse > Gloves,110006,22281,Color,0
Lacrosse > Goalie > Gloves,110395,23189,Size,1
Lacrosse > Goalie > Gloves,110395,22281,Color,0
Lacrosse > Goalie > Goalie Chest Protectors,110007,18785,Size,1
Lacrosse > Goalie > Goalie Chest Protectors,110007,23041,Age Group,1
Lacrosse > Goalie > Goalie Chest Protectors,110007,22281,Color,0
Lacrosse > Goalie > Goalie Heads,110400,23108,Strung / Unstrung,1
Lacrosse > Goalie > Goalie Pants,110399,18785,Size,1
Lacrosse > Goalie > Goalie Pants,110399,23041,Age Group,1
Lacrosse > Goalie > Goalie Shin & Arm Guards,110397,18785,Size,1
Lacrosse > Goalie > Goalie Shin & Arm Guards,110397,23041,Age Group,1
Lacrosse > Goalie > Helmets,110402,23041,Age Group,1
Lacrosse > Helmets,110009,23867,Position,0
Lacrosse > Helmets,110009,23041,Age Group,0
Lacrosse > Helmets,110009,22281,Color,0
Lacrosse > Protective > Arm Pads,110002,18785,Size,1
Lacrosse > Protective > Chest & Shoulder Pads,110003,18785,Size,1
Lacrosse > Sticks > Complete Sticks,110004,24040,Position,0
Lacrosse > Sticks > Heads,110008,23867,Position,0
Lacrosse > Sticks > Heads,110008,23108,Strung / Unstrung,0
Lacrosse > Sticks > Heads,110008,22281,Color,0
Lacrosse > Sticks > Shafts,110010,24040,Position,0
Memorabilia,110581,24435,Sport,1
Motocross,110174,22281,Color,0
Motocross,110174,18787,Gender,0
Other,110173,22281,Color,0
Outdoors > Skateboarding > Boards,110171,22281,Color,0
Skiing > Apparel & Outerwear > Base Layers,110292,18785,Size,1
Skiing > Apparel & Outerwear > Base Layers,110292,22281,Color,0
Skiing > Apparel & Outerwear > Base Layers,110292,18787,Gender,0
Skiing > Apparel & Outerwear > Base Layers,110292,23041,Age Group,1
Skiing > Apparel & Outerwear > Base Layers,110292,24834,Team Issued,0
Skiing > Apparel & Outerwear > Base Layers,110292,24817,Compression Type,0
Skiing > Apparel & Outerwear > Base Layers,110292,24853,Compression Use,0
Skiing > Apparel & Outerwear > Gloves & Mittens,110051,18785,Size,1
Skiing > Apparel & Outerwear > Gloves & Mittens,110051,22281,Color,0
Skiing > Apparel & Outerwear > Gloves & Mittens,110051,18787,Gender,0
Skiing > Apparel & Outerwear > Gloves & Mittens,110051,24368,Type,0
Skiing > Apparel & Outerwear > Gloves & Mittens,110051,23041,Age Group,1
Skiing > Apparel & Outerwear > Hats,110289,18785,Size,1
Skiing > Apparel & Outerwear > Hats,110289,22281,Color,0
Skiing > Apparel & Outerwear > Hats,110289,18787,Gender,0
Skiing > Apparel & Outerwear > Hats,110289,23041,Age Group,1
Skiing > Apparel & Outerwear > Hats,110289,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Hats,110289,24826,Hat Type,0
Skiing > Apparel & Outerwear > Hats,110289,24834,Team Issued,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,18785,Size,1
Skiing > Apparel & Outerwear > Jackets & Coats,110045,18787,Gender,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,22281,Color,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,23041,Age Group,1
Skiing > Apparel & Outerwear > Jackets & Coats,110045,24834,Team Issued,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,24844,Hooded,0
Skiing > Apparel & Outerwear > Jackets & Coats,110045,24859,Liner,0
Skiing > Apparel & Outerwear > Other,110315,18785,Size,1
Skiing > Apparel & Outerwear > Other,110315,18787,Gender,0
Skiing > Apparel & Outerwear > Other,110315,23041,Age Group,1
Skiing > Apparel & Outerwear > Other,110315,22281,Color,0
Skiing > Apparel & Outerwear > Other,110315,24834,Team Issued,0
Skiing > Apparel & Outerwear > Other,110315,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Shirts,110313,18785,Size,1
Skiing > Apparel & Outerwear > Shirts,110313,18787,Gender,0
Skiing > Apparel & Outerwear > Shirts,110313,23041,Age Group,1
Skiing > Apparel & Outerwear > Shirts,110313,22281,Color,0
Skiing > Apparel & Outerwear > Shirts,110313,24834,Team Issued,0
Skiing > Apparel & Outerwear > Shirts,110313,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Shirts,110313,24132,Shirt Type,0
Skiing > Apparel & Outerwear > Shirts,110313,24869,Sleeve Length,0
Skiing > Apparel & Outerwear > Shorts,110314,18785,Size,1
Skiing > Apparel & Outerwear > Shorts,110314,18787,Gender,0
Skiing > Apparel & Outerwear > Shorts,110314,23041,Age Group,1
Skiing > Apparel & Outerwear > Shorts,110314,22281,Color,0
Skiing > Apparel & Outerwear > Shorts,110314,24834,Team Issued,0
Skiing > Apparel & Outerwear > Shorts,110314,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Shorts,110314,24799,Short Type,0
Skiing > Apparel & Outerwear > Shorts,110314,24873,Length,0
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,18785,Size,1
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,18787,Gender,0
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,23041,Age Group,1
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,22281,Color,0
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,24834,Team Issued,0
Skiing > Apparel & Outerwear > Ski Pants & Bibs,110052,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Ski Socks,110291,18785,Size,1
Skiing > Apparel & Outerwear > Ski Socks,110291,22281,Color,0
Skiing > Apparel & Outerwear > Ski Socks,110291,18787,Gender,0
Skiing > Apparel & Outerwear > Ski Socks,110291,23041,Age Group,1
Skiing > Apparel & Outerwear > Ski Socks,110291,24848,Number of Pairs,0
Skiing > Apparel & Outerwear > Ski Socks,110291,24873,Length,0
Skiing > Apparel & Outerwear > Ski Suits,110049,23258,Year,0
Skiing > Apparel & Outerwear > Ski Suits,110049,18785,Size,1
Skiing > Apparel & Outerwear > Ski Suits,110049,23013,FIS Legal?,0
Skiing > Apparel & Outerwear > Ski Suits,110049,18787,Gender,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,18785,Size,1
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,18787,Gender,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,23041,Age Group,1
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,22281,Color,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,24834,Team Issued,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,24811,Type,0
Skiing > Apparel & Outerwear > Sweatshirts & Hoodies,110311,24844,Hooded,0
Skiing > Apparel & Outerwear > Vests,110312,18785,Size,1
Skiing > Apparel & Outerwear > Vests,110312,18787,Gender,0
Skiing > Apparel & Outerwear > Vests,110312,22281,Color,0
Skiing > Apparel & Outerwear > Vests,110312,23041,Age Group,1
Skiing > Apparel & Outerwear > Vests,110312,24834,Team Issued,0
Skiing > Apparel & Outerwear > Vests,110312,24837,Clothing Style,0
Skiing > Apparel & Outerwear > Vests,110312,24811,Type,0
Skiing > Bindings > Cross Country Bindings,110308,24505,Cross Country Style,0
Skiing > Bindings > Cross Country Bindings,110308,24508,Boot Compatibility,0
Skiing > Bindings > Downhill Bindings,110037,22960,Max DIN,0
Skiing > Bindings > Downhill Bindings,110037,24087,Brake Width,0
Skiing > Bindings > Downhill Bindings,110037,23022,Type,0
Skiing > Bindings > Telemark Bindings,110309,24087,Brake Width,0
Skiing > Boots > Cross Country Boots,110302,24505,Cross Country Style,0
Skiing > Boots > Cross Country Boots,110302,22986,Boot Size,1
Skiing > Boots > Downhill Boots,110038,22986,Boot Size,1
Skiing > Boots > Downhill Boots,110038,22980,Flex,0
Skiing > Boots > Downhill Boots,110038,23022,Type,0
Skiing > Boots > Downhill Boots,110038,23002,Boot Width,0
Skiing > Boots > Downhill Boots,110038,18787,Gender,0
Skiing > Boots > Telemark Boots,110303,22986,Boot Size,1
Skiing > Boots > Telemark Boots,110303,22980,Flex,0
Skiing > Boots > Telemark Boots,110303,24513,Binding Compatability,0
Skiing > Goggles,110039,22281,Color,0
Skiing > Goggles,110039,22989,Lens Shape,0
Skiing > Goggles,110039,22998,Frame Size,0
Skiing > Goggles,110039,22997,Lens Tech,0
Skiing > Goggles,110039,18787,Gender,0
Skiing > Helmets,110043,22281,Color,0
Skiing > Helmets,110043,18785,Size,1
Skiing > Helmets,110043,18787,Gender,0
Skiing > Helmets,110043,23013,FIS Legal?,0
Skiing > Poles,110040,18785,Size,1
Skiing > Poles,110040,23022,Type,0
Skiing > Protective Gear > Back Plates,110293,18785,Size,1
Skiing > Protective Gear > Bottom Body Armor,110298,18785,Size,1
Skiing > Protective Gear > Forearm Guards & Punch Covers,110296,18785,Size,1
Skiing > Protective Gear > Forearm Guards & Punch Covers,110296,24517,Protective Type,0
Skiing > Protective Gear > Shin Guards,110294,18785,Size,1
Skiing > Protective Gear > Shin Guards,110294,24517,Protective Type,0
Skiing > Protective Gear > Top Body Armor,110297,18785,Size,1
Skiing > Skiing Bags & Packs > Backpacks,110048,22281,Color,0
Skiing > Skiing Bags & Packs > Backpacks,110048,24078,Capacity (Liters),0
Skiing > Skis > Cross Country Skis,110290,23258,Year,0
Skiing > Skis > Cross Country Skis,110290,18785,Size,1
Skiing > Skis > Cross Country Skis,110290,18787,Gender,0
Skiing > Skis > Cross Country Skis,110290,23023,With Bindings,0
Skiing > Skis > Cross Country Skis,110290,24505,Cross Country Style,0
Skiing > Skis > Cross Country Skis,110290,24525,Mount,0
Skiing > Skis > Downhill Skis,110042,18785,Size,1
Skiing > Skis > Downhill Skis,110042,24106,Ability,0
Skiing > Skis > Downhill Skis,110042,23022,Type,0
Skiing > Skis > Downhill Skis,110042,18791,Radius,0
Skiing > Skis > Downhill Skis,110042,24360,Waist Width,0
Skiing > Skis > Downhill Skis,110042,24101,Camber,0
Skiing > Skis > Downhill Skis,110042,24110,Tail,0
Skiing > Skis > Downhill Skis,110042,22960,Max DIN,0
Skiing > Skis > Downhill Skis,110042,23258,Year,0
Skiing > Skis > Downhill Skis,110042,18787,Gender,0
Skiing > Skis > Downhill Skis,110042,23023,With Bindings,0
"Skiing > Training, Accessories, Backcountry & Other > Avalanche Safety Gear",110046,24498,Avalanche Safety Type,0
"Skiing > Training, Accessories, Backcountry & Other > Climbing Skins",110050,18785,Size,1
"Skiing > Training, Accessories, Backcountry & Other > Tuning & Wax",110044,23826,Type,0
Snowboarding > Apparel & Outerwear > Base Layers,110318,18785,Size,1
